,,,,,
Marca,Modelo,Año,País,Valor,Especificaciones
CHRYSLER,Pacifica,2021,CANADÁ,"25,274.50",SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Chrysler,Pacifica,2021,USA,"25,274.50","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
Chrysler,Pacifica,2021,CANADÁ,"25,274.50","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
Chrysler,300,2023,CANADÁ,"26,121.60","SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
Chrysler,300,2023,USA,"26,121.60","SERIE: S || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
Chrysler,Pacifica,2022,CANADÁ,"26,198.70","SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
CHRYSLER,Pacifica,2021,CANADÁ,"26,570.00",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
CHRYSLER,Pacifica,2022,CANADÁ,"27,801.95",SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Chrysler,Pacifica,2022,USA,"27,801.95","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
Chrysler,Pacifica,2022,CANADÁ,"27,801.95","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
CHRYSLER,Pacifica,2021,CANADÁ,"28,027.00",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Chrysler,Pacifica,2023,CANADÁ,"28,580.40","SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
CHRYSLER,Pacifica,2022,CANADÁ,"29,227.00",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
CHRYSLER,Pacifica,2023,CANADÁ,"30,329.40",SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Chrysler,Pacifica,2023,USA,"30,329.40","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
Chrysler,Pacifica,2023,CANADÁ,"30,329.40","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
CHRYSLER,Pacifica,2022,CANADÁ,"30,829.70",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
CHRYSLER,Pacifica,2023,CANADÁ,"31,884.00",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
CHRYSLER,Pacifica,2023,CANADÁ,"33,632.40",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Chrysler,Pacifica,2024,USA,"37,112.00","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Chrysler,Pacifica,2024,CANADÁ,"37,112.00","SERIE: TOURING || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Chrysler,Pacifica,2024,USA,"40,644.00","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Chrysler,Pacifica,2024,CANADÁ,"40,644.00","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Chrysler,Pacifica,2024,CANADÁ,"47,634.00","SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
CHRYSLER,Pacifica,2024,CANADÁ,"50,549.00",SERIE: LIMITED || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Chrysler,Pacifica,2024,USA,"50,549.00","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
Chrysler,Pacifica,2024,CANADÁ,"50,549.00","SERIE: TOURING L || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
CHRYSLER,Pacifica,2024,CANADÁ,"53,140.00",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
CHRYSLER,Pacifica,2024,CANADÁ,"56,054.00",SERIE: PINNACLE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Journey,2019,MÉXICO,"9,310.00","SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Journey,2019,MÉXICO,"9,310.00","SERIE: SE VALUE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Journey,2020,MÉXICO,"10,473.75","SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Journey,2020,MÉXICO,"10,473.75","SERIE: SE VALUE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2019,USA,"10,828.40","SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2019,CANADÁ,"10,828.40",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
Dodge,Journey,2019,MÉXICO,"11,047.60","SERIE: CROSSROAD || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Journey,2019,MÉXICO,"11,047.60","SERIE: CROSSROAD || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2019,CANADÁ,"11,052.00",SERIE: SE PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
Dodge,Challenger,2019,CANADÁ,"11,991.60","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2019,USA,"11,991.60","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,HORNET,2019,USA,"12,048.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2019,MÉXICO,"12,048.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2019,CANADÁ,"12,048.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Grand Caravan,2020,USA,"12,181.95","SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2020,CANADÁ,"12,181.95",SERIE: SE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||
Dodge,Journey,2020,MÉXICO,"12,428.55","SERIE: CROSSROAD || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Journey,2020,MÉXICO,"12,428.55","SERIE: CROSSROAD || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2,400 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2019,CANADÁ,"12,656.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2019,USA,"12,656.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Charger,2019,USA,"12,796.40","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2019,CANADÁ,"12,796.40","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2019,CANADÁ,"12,848.00","SERIE: POLICE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Challenger,2019,USA,"13,122.40","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: AWD ||"
Dodge,Challenger,2019,CANADÁ,"13,239.60",SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||
Dodge,Challenger,2020,CANADÁ,"13,490.55","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2020,USA,"13,490.55","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,HORNET,2020,USA,"13,554.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2020,MÉXICO,"13,554.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2020,CANADÁ,"13,554.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2019,USA,"13,598.80",SERIE: Police Special Service || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,Grand Caravan,2019,CANADÁ,"13,676.80","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2019,USA,"13,676.80","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Charger,2019,CANADÁ,"13,812.40",SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,HORNET,2019,USA,"14,008.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2019,MÉXICO,"14,008.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2019,CANADÁ,"14,008.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Charger,2019,USA,"14,164.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
Dodge,Charger,2019,CANADÁ,"14,164.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
Dodge,Grand Caravan,2020,CANADÁ,"14,238.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2020,USA,"14,238.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Challenger,2019,USA,"14,383.60","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: 4WD ||"
Dodge,Challenger,2019,CANADÁ,"14,383.60","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: 4WD ||"
Dodge,Charger,2020,USA,"14,395.95","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2020,CANADÁ,"14,395.95","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2020,CANADÁ,"14,454.00","SERIE: POLICE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2019,CANADÁ,"14,664.40",SERIE: POLICE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2019,USA,"14,700.40",SERIE: Police Special Service || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Challenger,2020,USA,"14,762.70","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: AWD ||"
Dodge,Challenger,2020,CANADÁ,"14,894.55",SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||
Dodge,Charger,2019,CANADÁ,"14,954.00","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||"
Dodge,Challenger,2021,CANADÁ,"14,989.50","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2021,USA,"14,989.50","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2019,USA,"15,058.40","SERIE: RT 392 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2019,CANADÁ,"15,058.40","SERIE: RT 392 || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,HORNET,2021,USA,"15,060.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2021,MÉXICO,"15,060.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2021,CANADÁ,"15,060.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2020,USA,"15,298.65",SERIE: Police Special Service || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,Grand Caravan,2020,CANADÁ,"15,386.40","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Grand Caravan,2020,USA,"15,386.40","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD ||"
Dodge,Challenger,2019,CANADÁ,"15,392.00","SERIE: RT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2019,USA,"15,392.00","SERIE: RT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Charger,2020,CANADÁ,"15,538.95",SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,HORNET,2020,USA,"15,759.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2020,MÉXICO,"15,759.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2020,CANADÁ,"15,759.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2019,USA,"15,788.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2020,USA,"15,934.50","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
Dodge,Charger,2020,CANADÁ,"15,934.50","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD ||"
Dodge,Charger,2021,USA,"15,995.50","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2021,CANADÁ,"15,995.50","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Challenger,2019,CANADÁ,"16,146.40","SERIE: RT PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: FWD ||"
Dodge,Challenger,2020,USA,"16,181.55","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: 4WD ||"
Dodge,Challenger,2020,CANADÁ,"16,181.55","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: 4WD ||"
Dodge,Challenger,2021,USA,"16,403.00","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: AWD ||"
Dodge,Challenger,2022,CANADÁ,"16,488.45","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2022,USA,"16,488.45","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Charger,2020,CANADÁ,"16,497.45",SERIE: POLICE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2020,USA,"16,537.95",SERIE: Police Special Service || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Charger,2019,CANADÁ,"16,538.80",SERIE: R/T || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 6400 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,Charger,2019,USA,"16,538.80","SERIE: RT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2019,CANADÁ,"16,538.80","SERIE: RT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Challenger,2021,CANADÁ,"16,549.50",SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||
Dodge,HORNET,2022,USA,"16,566.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2022,MÉXICO,"16,566.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2022,CANADÁ,"16,566.00",SERIE: GT|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2019,USA,"16,569.20","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD ||"
Dodge,Durango,2019,USA,"16,764.40","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: RWD ||"
Dodge,Charger,2020,CANADÁ,"16,823.25","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||"
Dodge,Durango,2021,USA,"16,998.50",SERIE: Police Special Service || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5700 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,Charger,2021,CANADÁ,"17,265.50",SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||
Dodge,Challenger,2020,CANADÁ,"17,316.00","SERIE: RT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,Challenger,2020,USA,"17,316.00","SERIE: RT || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 5,700 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: RWD ||"
Dodge,HORNET,2021,USA,"17,510.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2021,MÉXICO,"17,510.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,HORNET,2021,CANADÁ,"17,510.00",SERIE: GT Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||
Dodge,Durango,2019,USA,"17,545.60","SERIE: GT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: 4WD ||"
Dodge,Charger,2022,USA,"17,595.05","SERIE: SXT || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,600 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD ||"
